word	isalpha	isascii	len_tokens	isPROPN
1790	False	True	1	False
Duer	True	True	2	True
outmaneuvered	True	True	4	False
repayments	True	True	2	False
dividends	True	True	2	False
1791	False	True	1	False
1794	False	True	1	False
Federalists	True	True	2	False
prohibitions	True	True	2	False
prosecute	True	True	2	False
Duplaine	True	True	3	False
arming	True	True	2	False
privateers	True	True	2	False
stymied	True	True	3	False
juries	True	True	2	False
sympathized	True	True	4	False
Manlius	True	True	2	True
vocally	True	True	2	False
Frenchmen	True	True	2	False
Talleyrand	True	True	3	False
Gores	True	True	2	False
arbitrate	True	True	3	False
emanating	True	True	3	False
Pinkney	True	True	2	True
Nicoll	True	True	2	True
Astley	True	True	2	True
tediousness	True	True	3	False
1798	False	True	1	False
1802	False	True	1	False
claimants	True	True	2	False
lopsided	True	True	3	False
revolved	True	True	2	False
expatriates	True	True	4	False
sojourn	True	True	3	False
Legrand	True	True	2	False
Soane	True	True	2	False
1807	False	True	1	False
Selfridge	True	True	2	False
Revere	True	True	2	False
deliberation	True	True	3	False
spurring	True	True	2	False
panned	True	True	2	False
Lechmere	True	True	3	False
Proprietors	True	True	2	False
recount	True	True	2	False
scrutinized	True	True	4	False
misspelled	True	True	3	False
discarding	True	True	2	False
outcry	True	True	3	False
relented	True	True	3	False
certifying	True	True	3	False
1808	False	True	1	False
Republicanism	True	True	2	False
Embargo	True	True	3	False
embargoing	True	True	3	False
embroiled	True	True	3	False
resolves	True	True	2	False
hardline	True	True	2	False
lessening	True	True	2	False
unostentatious	True	True	4	False
pompous	True	True	3	False
unimpeachable	True	True	5	False
acrimonious	True	True	4	False
Overseers	True	True	2	False
1816	False	True	1	False
1820	False	True	1	False
1838	False	True	1	False
Widener	True	True	2	False
1814	False	True	1	False
grievances	True	True	3	False
assented	True	True	2	False
bemoaning	True	True	4	False
moderation	True	True	2	False
mediocrity	True	True	4	False
1818	False	True	1	False
Antiquarian	True	True	3	False
worsening	True	True	2	False
rheumatoid	True	True	5	False
1822	False	True	1	False
Granary	True	True	2	True
1834	False	True	1	False
beneficiary	True	True	4	False
bequests	True	True	3	False
ˈnɪəroʊ	True	False	6	False
Nerō	True	False	1	False
Germanicus	True	True	2	False
Claudian	True	True	2	True
Tacitus	True	True	3	True
compulsive	True	True	4	False
redoubtable	True	True	4	False
Corbulo	True	True	3	False
Parthian	True	True	2	False
Suetonius	True	True	3	False
Paulinus	True	True	2	False
Bosporan	True	True	3	True
Domus	True	True	2	False
Aurea	True	True	2	True
Vindex	True	True	3	False
acclamation	True	True	3	False
Galba	True	True	2	True
Hispania	True	True	3	False
sparking	True	True	2	False
tyranny	True	True	3	False
extravagance	True	True	4	False
stepbrother	True	True	3	True
Britannicus	True	True	3	True
Cassius	True	True	2	False
Dio	True	True	2	True
tyrannical	True	True	3	False
Domitius	True	True	3	False
Ahenobarbus	True	True	4	True
Antium	True	True	2	False
Anzio	True	True	2	False
Nettuno	True	True	3	True
Gnaeus	True	True	3	True
Agrippina	True	True	3	True
Caligula	True	True	3	True
Aemilia	True	True	3	True
Lepida	True	True	3	True
Octavia	True	True	2	True
praetor	True	True	3	False
edema	True	True	2	False
dropsy	True	True	2	True
Scribonia	True	True	4	True
Vipsanius	True	True	3	False
Agrippa	True	True	3	True
Livia	True	True	2	True
Passienus	True	True	3	False
Crispus	True	True	2	True
Domitia	True	True	2	True
Valeria	True	True	2	False
Messalina	True	True	3	True
Caesonia	True	True	3	True
Drusilla	True	True	3	False
Drusus	True	True	3	True
proconsul	True	True	3	False
stepsister	True	True	2	False
Pliny	True	True	2	False
instigator	True	True	4	False
laud	True	True	2	False
proverb	True	True	2	False
lengthening	True	True	2	False
morari	True	True	2	True
disregarded	True	True	2	False
dotard	True	True	2	False
enclose	True	True	3	False
boyhood	True	True	2	False
Annaeus	True	True	2	True
Praetorian	True	True	4	False
Sextus	True	True	2	False
Afranius	True	True	3	False
Burrus	True	True	2	False
tutors	True	True	2	False
Aegae	True	True	3	True
scheming	True	True	3	False
scandalous	True	True	2	False
unimaginable	True	True	4	False
mistrusted	True	True	3	False
beware	True	True	2	False
unsatisfied	True	True	4	False
Acte	True	True	2	False
epileptic	True	True	3	False
Locusta	True	True	2	False
poisons	True	True	2	False
concoction	True	True	3	False
swifter	True	True	2	False
slandering	True	True	3	False
Antonius	True	True	2	False
Pallas	True	True	2	True
conspiring	True	True	3	False
Faustus	True	True	2	False
Sulla	True	True	2	True
embezzlement	True	True	4	False
romantically	True	True	2	False
Poppaea	True	True	3	False
Sabina	True	True	2	True
Otho	True	True	2	False
theorize	True	True	2	False
Rubellius	True	True	3	False
Plautus	True	True	3	True
shipwreck	True	True	3	False
freedman	True	True	2	False
Anicetus	True	True	3	False
Acerronia	True	True	3	True
Polla	True	True	2	True
infertility	True	True	3	False
eyewitness	True	True	3	False
postulate	True	True	2	False
miscarriage	True	True	2	False
Antistius	True	True	3	False
Fabricius	True	True	2	False
Veiento	True	True	3	True
slandered	True	True	3	False
Calpurnius	True	True	3	True
whomsoever	True	True	3	False
usurping	True	True	3	False
Pisonian	True	True	3	True
embalmed	True	True	3	False
Statilia	True	True	2	False
courtiers	True	True	2	False
Sporus	True	True	2	True
castrated	True	True	2	False
rulings	True	True	2	False
enactments	True	True	2	False
brothels	True	True	2	False
taverns	True	True	2	False
freedmen	True	True	2	False
revoking	True	True	3	False
vetoed	True	True	2	False
procurator	True	True	3	False
impeachments	True	True	4	False
removals	True	True	2	False
extortion	True	True	3	False
taxed	True	True	2	False
gymnasiums	True	True	2	False
gladiatorial	True	True	4	False
quinquennial	True	True	5	False
Neronia	True	True	2	True
immorality	True	True	3	False
Ostia	True	True	2	True
Isthmus	True	True	3	False
Corinth	True	True	3	False
exacerbated	True	True	4	False
devalued	True	True	4	False
denarius	True	True	3	True
aureus	True	True	2	False
Plinius	True	True	3	True
impenetrable	True	True	4	False
Sudd	True	True	2	True
riddled	True	True	2	False
deflation	True	True	2	False
Josephus	True	True	2	False
Chrysostom	True	True	4	False
Plutarch	True	True	3	False
Epictetus	True	True	3	True
arsonist	True	True	2	False
Ilium	True	True	2	False
anachronism	True	True	4	False
lyre	True	True	2	True
stringed	True	True	2	False
porticos	True	True	2	True
tributes	True	True	2	False
scapegoat	True	True	4	False
crucified	True	True	3	False
entertainers	True	True	2	False
Neapolis	True	True	3	True
shameful	True	True	2	False
paraded	True	True	2	False
bribing	True	True	3	False
overthrew	True	True	3	False
Rhadamistus	True	True	5	True
Tiridates	True	True	3	False
Parthians	True	True	3	False
Vologases	True	True	3	False
Tigranes	True	True	3	False
Cappadocian	True	True	4	False
Adiabene	True	True	3	True
Parthia	True	True	2	True
partake	True	True	2	False
Trajan	True	True	2	True
aversion	True	True	3	False
rebellions	True	True	2	False
Boudica	True	True	3	False
Anglesey	True	True	2	False
druids	True	True	3	False
Iceni	True	True	2	True
quell	True	True	2	False
Publius	True	True	2	True
Petronius	True	True	3	False
Turpilianus	True	True	4	False
Subrius	True	True	2	False
Flavus	True	True	3	True
Sulpicius	True	True	3	True
Asper	True	True	2	False
centurion	True	True	3	False
conspirators	True	True	4	False
Milichus	True	True	3	False
Epaphroditos	True	True	5	False
Judea	True	True	2	True
Vespasian	True	True	3	False
Gallia	True	True	2	False
Lugdunensis	True	True	4	False
Verginius	True	True	4	False
Germania	True	True	2	True
Servius	True	True	2	True
Tarraconensis	True	True	4	False
Vesontio	True	True	4	False
proclaim	True	True	2	False
bode	True	True	2	False
Nymphidius	True	True	4	True
Sabinus	True	True	3	False
Vergil	True	True	3	False
Aeneid	True	True	3	True
toyed	True	True	2	False
soften	True	True	2	False
entreat	True	True	3	False
Dispatching	True	True	2	True
gladiator	True	True	3	False
Tiber	True	True	2	True
Phaon	True	True	3	True
Neophytus	True	True	3	False
apprehend	True	True	3	False
deliberating	True	True	3	False
deified	True	True	2	False
bloodline	True	True	2	False
rebelling	True	True	2	False
Qualis	True	True	2	True
artifex	True	True	3	False
pereo	True	True	2	False
Domitii	True	True	3	False
Ahenobarbi	True	True	4	False
Borghese	True	True	3	False
Pincian	True	True	2	False
appease	True	True	2	False
frequenters	True	True	2	False
excesses	True	True	2	False
bribed	True	True	2	False
Philostratus	True	True	4	False
Apollonius	True	True	2	False
Tyana	True	True	2	True
mourned	True	True	3	False
Hellas	True	True	2	True
Vitellius	True	True	3	False
worthwhile	True	True	2	False
Champlin	True	True	2	True
zeal	True	True	2	False
Varner	True	True	2	True
disgraced	True	True	2	False
damnatio	True	True	3	False
memoriae	True	True	3	False
troubling	True	True	3	False
reerected	True	True	3	False
Redivivus	True	True	4	True
Hippo	True	True	2	True
422	False	True	1	False
imposters	True	True	3	False
cithara	True	True	3	True
impostor	True	True	3	False
Domitian	True	True	3	True
pretender	True	True	2	False
Caesars	True	True	2	False
malodorous	True	True	3	False
fantastical	True	True	2	False
contradict	True	True	2	False
Fabius	True	True	2	False
Rusticus	True	True	2	True
Cluvius	True	True	3	True
senatorial	True	True	2	False
Apronianus	True	True	3	True
Commodus	True	True	3	True
Smyrna	True	True	3	True
Septimius	True	True	3	False
Severus	True	True	3	False
suffect	True	True	3	False
Pannonia	True	True	3	False
Xiphilinus	True	True	4	False
impudently	True	True	3	False
raved	True	True	2	False
justly	True	True	2	False
Lucanus	True	True	2	True
kindest	True	True	2	False
172	False	True	1	False
accentuating	True	True	2	False
anecdotal	True	True	4	False
sensational	True	True	2	False
unjust	True	True	2	False
unbalanced	True	True	3	False
Caius	True	True	2	True
falsified	True	True	3	False
Agricola	True	True	3	False
Girolamo	True	True	3	True
Cardano	True	True	2	True
1562	False	True	2	False
Encomium	True	True	3	False
Neronis	True	True	2	True
Caesarea	True	True	2	True
Edom	True	True	2	False
Ez	True	True	2	False
Reb	True	True	2	False
Meir	True	True	2	True
Baal	True	True	2	True
HaNess	True	True	2	False
HaNes	True	True	2	True
Mishna	True	True	3	False
Kokhba	True	True	3	False
Tannaim	True	True	3	False
163	False	True	1	False
Bruriah	True	True	3	True
Gemara	True	True	2	True
Mishnah	True	True	3	True
torturing	True	True	2	False
punishing	True	True	2	False
superstition	True	True	3	False
Tertullian	True	True	4	False
persecutor	True	True	4	False
Lactantius	True	True	3	True
instigation	True	True	3	False
Chrestus	True	True	3	False
Iudaeos	True	True	4	False
impulsore	True	True	3	False
Chresto	True	True	3	False
assidue	True	True	3	False
tumultuantis	True	True	5	False
expulit	True	True	3	False
Aquila	True	True	3	True
Pontus	True	True	2	True
Corinthians	True	True	4	False
A.D.	False	True	4	False
apocryphal	True	True	5	True
persecute	True	True	3	False
Eusebius	True	True	3	True
339	False	True	1	False
abiding	True	True	3	False
Sibylline	True	True	4	False
Oracles	True	True	2	False
Antichrist	True	True	2	False
310	False	True	1	False
noxious	True	True	2	False
Thessalonians	True	True	4	False
iniquity	True	True	3	False
doth	True	True	2	True
Delbert	True	True	2	True
Hillers	True	True	2	False
Bibles	True	True	2	False
Preterist	True	True	3	False
eschatology	True	True	3	False
məˈnɪl.ə	False	False	8	False
1571	False	True	2	False
conquistador	True	True	3	False
López	True	False	1	False
Legazpi	True	True	3	False
16th	False	True	1	False
Intramuros	True	True	3	False
780	False	True	1	False
857	False	True	2	False
Binondo	True	True	3	False
Ermita	True	True	3	True
Malate	True	True	2	True
Paco	True	True	2	True
Pandacan	True	True	2	False
Quiapo	True	True	3	True
Sampaloc	True	True	3	False
Tondo	True	True	2	False
Majapahit	True	True	3	True
Bolkiah	True	True	3	True
Seludong	True	True	3	True
Maynilà	True	False	3	True
Tagalog	True	True	3	True
Nila	True	True	2	True
Maynila	True	True	3	True
overpower	True	True	2	False
Indianized	True	True	2	False
animist	True	True	3	False
Conquistadors	True	True	4	False
Christianized	True	True	2	False
Reino	True	True	2	False
Castilla	True	True	2	False
Castille	True	True	2	True
Acapulco	True	True	4	True
Galleon	True	True	2	False
revolts	True	True	2	False
insurrections	True	True	2	False
prewar	True	True	2	False
Angono	True	True	2	True
Petroglyphs	True	True	4	False
negritos	True	True	4	False
Australoid	True	True	3	False
Malayo	True	True	2	True
Polynesians	True	True	3	False
assimilated	True	True	3	False
chieftains	True	True	2	False
panginuan	True	True	3	True
ln	True	True	2	False
Meranau	True	True	3	False
panginoón	True	False	3	False
anák	True	False	2	False
banwa	True	True	2	True
lakandula	True	True	4	True
Lakans	True	True	3	False
王	True	False	1	False
Pasig	True	True	2	False
Nagarakretagama	True	True	5	False
Hayam	True	True	2	False
Wuruk	True	True	3	True
Selurong	True	True	3	False
षेलुरोन	False	False	5	False
्	False	False	0	False
ग	True	False	1	True
Sulot	True	True	2	False
Sulu	True	True	2	True
Kalka	True	True	2	True
1485	False	True	2	False
1521	False	True	2	False
Bruneian	True	True	2	True
environs	True	True	3	False
كوتا	True	False	4	False
سلودوڠ	True	False	1	False
Saludong	True	True	3	True
Rajah	True	True	2	True
Salalila	True	True	3	True
Sulayman	True	True	3	False
Lakan	True	True	2	True
Dula	True	True	2	False
Limahong	True	True	2	True
1574	False	True	2	False
Huangs	True	True	2	False
Datus	True	True	2	False
Rajahs	True	True	2	False
Visayan	True	True	2	False
1565	False	True	2	False
entrepot	True	True	3	False
olives	True	True	2	False
transshipped	True	True	3	False
1762	False	True	1	False
1764	False	True	1	False
1763	False	True	1	False
1821	False	True	1	False
Latinos	True	True	2	False
illustrado	True	True	4	True
espoused	True	True	3	False
Bulacan	True	True	3	True
Aguinaldo	True	True	3	True
tacit	True	True	2	False
arrabales	True	True	4	False
Manileno	True	True	3	False
Gagalangin	True	True	3	False
Trozo	True	True	3	True
Balic	True	True	2	False
Singalong	True	True	3	True
Balut	True	True	2	False
Bukid	True	True	3	True
Insular	True	True	2	False
beautification	True	True	3	False
waterfronts	True	True	2	False
parkways	True	True	2	False
Luneta	True	True	3	False
bureaus	True	True	2	True
quadrangle	True	True	2	False
Rizal	True	True	2	False
warplanes	True	True	3	False
Elpidio	True	True	3	True
Quirino	True	True	2	False
Arsenio	True	True	3	True
Lacson	True	True	2	True
Villegas	True	True	2	True
Bagatsing	True	True	3	False
indelible	True	True	3	False
uplifting	True	True	2	False
824	False	True	2	False
405th	False	True	2	False
subservient	True	True	4	False
crusades	True	True	2	False
Lito	True	True	2	True
Atienza	True	True	3	True
Buhayin	True	True	3	True
councilor	True	True	2	False
Alcoreza	True	True	3	False
graft	True	True	2	False
haphazard	True	True	3	False
deadliest	True	True	2	False
Isko	True	True	2	False
councilors	True	True	2	False
dialysis	True	True	2	False
scanners	True	True	2	False
Amado	True	True	2	True
infinitesimal	True	True	3	False
830	False	True	2	False
bisects	True	True	3	False
alluvial	True	True	3	False
evened	True	True	2	False
urbanization	True	True	2	False
criss	True	True	2	False
riskiest	True	True	2	False
seismically	True	True	2	False
Marikina	True	True	3	True
1677	False	True	2	False
Köppen	True	False	1	False
tropics	True	True	3	False
Typhoons	True	True	2	False
polluted	True	True	2	False
floodings	True	True	2	False
dredge	True	True	2	False
stricter	True	True	2	False
architecturally	True	True	2	False
Prominet	True	True	3	False
Roxas	True	True	3	False
Arellano	True	True	3	False
Tomás	True	False	1	True
Mapúa	True	False	2	False
Nakpil	True	True	3	True
Escolta	True	True	3	True
erasing	True	True	2	False
Ayuntamiento	True	True	4	False
retrofitted	True	True	3	False
partitioned	True	True	2	False
896	False	True	2	False
barangays	True	True	2	False
Andrada	True	True	2	True
AFP	True	True	2	True
deactivated	True	True	3	False
slum	True	True	2	True
079	False	True	2	False
km2	False	True	2	False
266	False	True	1	False
936	False	True	2	False
710	False	True	1	False
235	False	True	1	False
774	False	True	2	False
937	False	True	2	False
164	False	True	1	False
447	False	True	2	False
364	False	True	2	False
Nanshi	True	True	2	True
785	False	True	2	False
087	False	True	2	False
lingua	True	True	2	False
franca	True	True	2	False
Minnan	True	True	2	True
Lannang	True	True	3	True
oe	True	True	2	False
retailing	True	True	2	False
accountancy	True	True	2	False
Competitiveness	True	True	2	False
dynamism	True	True	3	False
Urbanized	True	True	2	False
HUC	True	True	2	True
seaport	True	True	2	False
Inc.	False	True	2	True
depository	True	True	2	False
skyscrapers	True	True	2	False
outsourcing	True	True	3	False
BPO	True	True	2	True
unoccupied	True	True	4	False
Divisoria	True	True	3	True
vehicular	True	True	3	False
Tutuban	True	True	3	False
LRT	True	True	2	True
copra	True	True	2	False
Caltex	True	True	3	False
Pilipinas	True	True	3	False
Petron	True	True	2	True
broadsheet	True	True	3	False
Landbank	True	True	2	False
Philam	True	True	2	True
Unilever	True	True	3	True
welcomes	True	True	2	False
Paseo	True	True	2	False
flagpole	True	True	2	False
Kalesa	True	True	3	True
Baluarte	True	True	3	True
Cuartel	True	True	3	False
Palacio	True	True	2	True
Arzobispal	True	True	4	True
Potenciana	True	True	3	True
Gobernador	True	True	4	True
1611	False	True	1	False
Colegio	True	True	2	False
Letran	True	True	2	False
1620	False	True	1	False
Ateneo	True	True	2	False
designates	True	True	2	False
hindrances	True	True	3	False
bazaars	True	True	2	False
thrives	True	True	2	False
Robinsons	True	True	2	False
Gokongwei	True	True	3	True
Supermall	True	True	3	False
Foodcourt	True	True	2	False
Lazaro	True	True	3	False
Hippodrome	True	True	4	False
Palanca	True	True	3	True
Echague	True	True	3	False
tiangges	True	True	3	False
botique	True	True	2	True
C.M.	False	True	4	True
Recto	True	True	2	False
Iglesia	True	True	3	False
Cristo	True	True	2	False
Buddhists	True	True	2	False
basilicas	True	True	2	True
Sebastián	True	False	1	False
Agustín	True	False	1	False
Sta	True	True	2	True
Filipina	True	True	3	True
Aglipayan	True	True	3	False
faiths	True	True	2	False
Grandstand	True	True	2	False
Taoist	True	True	2	False
worships	True	True	2	False
Dahab	True	True	2	True
expatriate	True	True	4	False
worshiping	True	True	2	False
gurdwara	True	True	3	False
Bahá	True	False	1	False
Makati	True	True	3	True
Herminio	True	True	3	True
Astorga	True	True	2	True
Nazarene	True	True	3	False
feasts	True	True	2	False
Nuestra	True	True	2	False
Desamparados	True	True	4	False
Bonifacio	True	True	3	True
Mabini	True	True	2	False
UST	True	True	2	True
Bahay	True	True	2	True
Tsinoy	True	True	3	False
Filipinos	True	True	2	False
Pambata	True	True	3	False
interbarangay	True	True	4	True
Metrostars	True	True	3	False
Ninoy	True	True	2	True
forerunners	True	True	2	False
Araneta	True	True	3	False
Razon	True	True	2	True
Filoil	True	True	3	False
Cuneta	True	True	3	True
Astrodome	True	True	2	False
Pasay	True	True	2	False
Calamba	True	True	3	False
Gehrig	True	True	3	True
billiard	True	True	2	True
919	False	True	2	False
Sangguniang	True	True	4	True
Kabataan	True	True	3	True
Panlungsod	True	True	4	True
906	False	True	2	False
457	False	True	2	False
242	False	True	1	False
265	False	True	1	False
046	False	True	2	False
366	False	True	2	False
714	False	True	2	False
295	False	True	1	False
prospered	True	True	3	False
7907	False	True	3	False
897	False	True	2	False
plebiscite	True	True	4	False
Bagumbayan	True	True	3	True
D.C	False	True	3	True
Bangko	True	True	2	False
Sentral	True	True	2	False
unicameral	True	True	3	False
Batasang	True	True	3	True
Pambansa	True	True	3	True
bicameral	True	True	3	False
Waterworks	True	True	2	False
Sewerage	True	True	2	False
septic	True	True	2	False
MWSS	True	True	2	True
privatized	True	True	3	False
Maynilad	True	True	3	False
potable	True	True	2	False
sewerage	True	True	2	False
Meralco	True	True	3	True
jeepney	True	True	2	True
jeeps	True	True	2	False
Tamaraw	True	True	2	False
Kijang	True	True	3	True
jeepneys	True	True	3	False
plied	True	True	2	False
taxicabs	True	True	3	False
tricycles	True	True	3	False
sidecars	True	True	2	False
rickshaw	True	True	2	True
trisikads	True	True	4	False
sikads	True	True	3	False
pedicabs	True	True	4	False
calesas	True	True	2	True
LRTA	True	True	2	True
MRT	True	True	2	True
MRTC	True	True	2	True
multibillion	True	True	3	False
Claro	True	True	2	False
Magsaysay	True	True	3	True
Santolan	True	True	2	False
congested	True	True	2	False
jams	True	True	2	False
densities	True	True	2	False
flyover	True	True	2	False
Skyway	True	True	2	True
unabated	True	True	3	False
Ospital	True	True	3	False
Gat	True	True	2	False
Abad	True	True	2	True
Lourdes	True	True	2	False
referral	True	True	2	False
Lyceum	True	True	3	False
Mapua	True	True	2	False
Pamantasan	True	True	3	True
Lungsod	True	True	2	False
España	True	False	1	True
Nicanor	True	True	2	True
Morayta	True	True	3	False
Azcarraga	True	True	4	False
Legarda	True	True	3	True
Mendiola	True	True	3	True
governs	True	True	2	False
Spoliarium	True	True	3	False
Attalea	True	True	3	True
pinnately	True	True	3	False
leaved	True	True	2	False
spiny	True	True	2	False
aboveground	True	True	2	False
herbarium	True	True	2	False
megafauna	True	True	3	False
acaulescent	True	True	4	False
Inflorescences	True	True	4	False
inflorescence	True	True	3	False
peduncle	True	True	3	False
rachis	True	True	3	True
rachillae	True	True	4	False
Orbignya	True	True	3	True
Maximiliana	True	True	2	True
Scheelea	True	True	3	True
anthers	True	True	2	False
stamens	True	True	3	False
Arecoideae	True	True	4	True
Cocoseae	True	True	3	True
subtribe	True	True	3	False
Attaleinae	True	True	3	False
Allagoptera	True	True	4	False
Beccariophoenix	True	True	6	False
Butia	True	True	2	True
Cocos	True	True	2	True
Jubaea	True	True	3	True
Jubaeopsis	True	True	4	False
Lytocaryum	True	True	5	False
Parajubaea	True	True	4	False
Syagrus	True	True	3	True
Voanioala	True	True	4	True
monophyletic	True	True	4	True
Polyandrococos	True	True	5	True
Galeano	True	True	2	False
Bernal	True	True	2	False
Subtribe	True	True	3	True
Glassman	True	True	2	True
Ynesa	True	True	3	False
Rafäel	True	False	1	True
Govaerts	True	True	3	False
Dransfield	True	True	3	True
Checklist	True	True	2	False
Pintaud	True	True	3	True
colenda	True	True	2	False
Meerow	True	True	3	True
crassispatha	True	True	5	True
Kunth	True	True	2	True
Aimé	True	False	2	False
Bonpland	True	True	3	True
Linnaean	True	True	3	False
Plumier	True	True	2	False
1703	False	True	1	False
Attalus	True	True	3	True
Philometor	True	True	3	False
Pergamon	True	True	3	True
amygdalina	True	True	4	True
Martius	True	True	2	True
1826	False	True	1	False
Karsten	True	True	2	True
Orator	True	True	2	False
taxonomist	True	True	3	False
Wessels	True	True	3	False
coauthors	True	True	3	False
Rafaël	True	False	1	True
morphologically	True	True	2	False
inflorescences	True	True	4	False
attaleoides	True	True	3	False
camopiensis	True	True	3	False
degranvillei	True	True	5	False
guianensis	True	True	3	False
maripensis	True	True	3	False
speciosa	True	True	3	True
spectabilis	True	True	3	False
microcarpa	True	True	3	False
vitrivir	True	True	3	True
Balick	True	True	2	False
concurred	True	True	3	False
brejinhoensis	True	True	4	False
monoecious	True	True	3	False
pollinated	True	True	2	False
phalerata	True	True	3	False
pollination	True	True	2	False
germination	True	True	3	False
cotyledon	True	True	3	True
belowground	True	True	2	False
seedlings	True	True	2	False
Neotropics	True	True	4	False
understorey	True	True	3	False
savannas	True	True	2	False
seasonally	True	True	2	False
Amazonian	True	True	2	True
maripa	True	True	2	False
openness	True	True	2	False
funifera	True	True	3	False
piassava	True	True	3	True
predation	True	True	2	False
bruchid	True	True	3	True
anachronistic	True	True	4	False
Maracá	True	False	2	True
Roraima	True	True	3	False
tapirs	True	True	2	False
collared	True	True	2	False
peccaries	True	True	3	False
primates	True	True	2	False
agoutis	True	True	3	True
dispersers	True	True	2	False
Caracaras	True	True	3	False
Pantanal	True	True	3	False
utilisation	True	True	3	False
Carbonised	True	True	2	False
9000	False	True	2	False
thatch	True	True	2	False
butyracea	True	True	3	True
thatching	True	True	2	False
Maranhão	True	False	3	True
Piassava	True	True	3	True
fibres	True	True	2	False
Thanhouser	True	True	3	False
Chautard	True	True	3	True
wayward	True	True	2	False
romanced	True	True	2	False
Denbeigh	True	True	3	True
Pathé	True	False	2	True
hinged	True	True	2	False
fetched	True	True	2	False
coincidences	True	True	2	False
motherless	True	True	2	False
fatherless	True	True	2	False
resigns	True	True	2	False
mistreated	True	True	3	False
apologizes	True	True	2	False
Warde	True	True	2	True
Leila	True	True	2	True
Devers	True	True	2	False
Badgley	True	True	2	False
Q.	False	True	2	True
Bowers	True	True	2	False
bookkeeper	True	True	2	False
liabilities	True	True	2	False
Bizeul	True	True	3	False
Exhibitor	True	True	2	False
pathos	True	True	2	False
suggestiveness	True	True	3	False
Agnew	True	True	3	True
coincidental	True	True	2	False
improbable	True	True	4	False
Censors	True	True	3	False
closeups	True	True	2	False
intertitle	True	True	3	False
Saor	True	True	2	False
Dhoire	True	True	2	False
Bogside	True	True	2	True
Creggan	True	True	3	True
incursion	True	True	3	False
RUC	True	True	2	False
barricades	True	True	3	False
DCDA	True	True	2	True
Provisionals	True	True	2	False
½	False	False	1	False
bulldozers	True	True	3	False
Londonderry	True	True	3	True
Unionists	True	True	2	False
gerrymandering	True	True	4	False
Waterside	True	True	2	False
majorities	True	True	2	False
ratepayers	True	True	4	False
disenfranchised	True	True	5	False
thirdly	True	True	2	False
unionists	True	True	2	False
Brandywell	True	True	2	False
Foyle	True	True	3	True
DHAC	True	True	2	False
Eamonn	True	True	3	True
Eamon	True	True	2	True
Melaugh	True	True	3	False
Lecky	True	True	2	False
Craigavon	True	True	3	True
NICRA	True	True	2	True
adhoc	True	True	3	False
marchers	True	True	2	False
defy	True	True	2	False
cordon	True	True	2	True
batons	True	True	2	False
Stormont	True	True	2	True
McAteer	True	True	3	False
Fitt	True	True	2	False
indiscriminately	True	True	6	False
Marchers	True	True	2	False
DCAC	True	True	2	True
Burntollet	True	True	3	False
studded	True	True	2	False
chatted	True	True	2	False
pelted	True	True	3	False
Guildhall	True	True	2	False
Rioting	True	True	2	False
rioters	True	True	2	False
Columb	True	True	2	False
rousing	True	True	2	False
regrettably	True	True	3	False
hurleys	True	True	2	False
armbands	True	True	3	False
Caker	True	True	2	True
Fahan	True	True	2	True
barricaded	True	True	3	False
dismantle	True	True	3	False
Paisleyites	True	True	2	False
Bernadette	True	True	3	True
occupant	True	True	4	False
Devenny	True	True	3	True
profusely	True	True	3	False
1689	False	True	1	False
Seán	True	False	1	False
Bogsiders	True	True	3	False
canisters	True	True	3	False
Rossville	True	True	2	True
Walkie	True	True	2	False
talkies	True	True	2	False
Westland	True	True	2	True
mobilised	True	True	2	False
deputation	True	True	3	False
disarming	True	True	3	False
disbandment	True	True	4	False
Callaghan	True	True	2	True
surging	True	True	2	False
Rossvile	True	True	3	False
ordinarily	True	True	3	False
militarily	True	True	3	False
Cathal	True	True	2	True
Goulding	True	True	2	False
Féin	True	False	1	False
proscribed	True	True	3	False
traditionalists	True	True	2	False
householders	True	True	2	False
subscriptions	True	True	2	False
picketed	True	True	2	False
McGuinness	True	True	4	False
hooligans	True	True	4	False
moderates	True	True	2	False
hampering	True	True	3	False
rioting	True	True	2	False
Hooligans	True	True	4	False
disapproving	True	True	4	False
numerically	True	True	2	False
Séamas	True	False	2	True
Cusack	True	True	2	False
Beattie	True	True	2	False
eyewitnesses	True	True	4	False
SDLP	True	True	2	False
queued	True	True	2	False
Bligh	True	True	3	True
paramilitaries	True	True	4	False
Lafferty	True	True	3	False
hosed	True	True	2	False
sniping	True	True	3	False
Provos	True	True	2	True
IRAs	True	True	2	False
Magilligan	True	True	3	True
organisers	True	True	2	False
stoned	True	True	2	False
interrogated	True	True	2	False
Whitelaw	True	True	2	False
Lenadoon	True	True	3	False
Motorman	True	True	2	False
AVREs	True	True	2	False
stationing	True	True	2	False
redrew	True	True	2	False
transferable	True	True	2	False
Raskulinecz	True	True	4	False
606	False	True	2	False
Roadrunner	True	True	2	True
Slipknot	True	True	3	False
Ekman	True	True	2	True
Soulfly	True	True	2	False
Mayorga	True	True	2	False
49th	False	True	1	False
Subliminal	True	True	3	False
demoing	True	True	2	False
Fortman	True	True	2	False
Grohl	True	True	3	True
brainstem	True	True	2	False
glioma	True	True	3	True
Godsmack	True	True	2	False
drummers	True	True	2	False
AOL	True	True	2	True
MP3	False	True	1	False
P.R.	False	True	4	True
