token	token_ids	count	POS
making	2437	69	['VERB']
malaria	19132	1	['NOUN']
malaysian	11843	5	['ADJ']
male	3287	13	['ADJ']
males	3767	1	['NOUN']
malicious	24391	1	['ADJ']
malls	25943	4	['NOUN']
mammalian	26524	1	['ADJ']
mammals	11993	1	['NOUN']
mammoth	23714	1	['ADJ']
man	2158	64	['NOUN']
manage	6133	3	['VERB']
managed	3266	13	['VERB']
management	2968	10	['NOUN']
manager	3208	11	['NOUN']
managers	10489	1	['NOUN']
manages	9020	2	['VERB']
mandate	11405	2	['NOUN']
mandated	16714	2	['VERB']
mandatory	10915	2	['ADJ']
mandolin	17687	1	['NOUN']
maneuver	17519	2	['NOUN', 'PROPN']
maneuvers	23802	1	['NOUN']
mania	29310	1	['NOUN']
manifestation	24491	1	['NOUN']
manifested	24906	1	['VERB']
manipulating	26242	1	['VERB']
manipulation	16924	1	['NOUN']
mankind	14938	1	['NOUN']
manned	15371	4	['VERB']
manner	5450	12	['NOUN']
manor	6952	1	['NOUN']
manpower	22039	2	['NOUN']
mansion	7330	6	['NOUN']
mansions	26842	1	['NOUN']
manual	6410	2	['ADJ', 'NOUN']
manually	21118	2	['ADV']
manufacture	9922	6	['NOUN']
manufactured	7609	1	['VERB']
manufacturers	8712	3	['NOUN']
manufacturing	5814	10	['NOUN']
manuscripts	10485	1	['NOUN']
many	2116	162	['ADJ']
map	4949	10	['NOUN']
mapping	12375	2	['NOUN']
marble	7720	1	['NOUN']
marched	9847	5	['VERB']
marches	20691	1	['NOUN']
marching	10998	1	['VERB']
margin	7785	1	['NOUN']
marginal	14785	1	['ADJ']
marijuana	16204	3	['NOUN']
maritime	7803	8	['ADJ']
mark	2928	39	['PROPN', 'VERB', 'NOUN']
marked	4417	22	['VERB']
markedly	29295	3	['ADV']
marker	12115	1	['NOUN']
markers	16387	6	['NOUN']
market	3006	6	['NOUN']
marketed	11625	2	['VERB']
marketing	5821	1	['NOUN']
markets	6089	7	['NOUN']
marking	10060	6	['VERB']
markings	13967	2	['NOUN']
marks	6017	6	['VERB']
marred	24563	1	['VERB']
marriage	3510	6	['NOUN']
marriages	12743	1	['NOUN']
married	2496	18	['VERB']
marry	5914	3	['VERB']
marrying	13516	2	['VERB']
marshes	19257	1	['NOUN']
martial	7761	7	['ADJ', 'PROPN']
mask	7308	1	['NOUN']
masked	16520	1	['VERB']
masks	15806	3	['NOUN', 'VERB']
mason	6701	2	['NOUN', 'PROPN']
masonry	18103	1	['NOUN']
mass	3742	15	['NOUN', 'PROPN']
massacre	9288	1	['NOUN']
masses	11678	5	['NOUN']
massif	24875	1	['NOUN']
massive	5294	9	['ADJ']
mast	15429	3	['NOUN']
master	3040	6	['NOUN']
mastered	15682	2	['VERB']
masterpiece	17743	3	['NOUN']
mastery	26364	1	['NOUN']
match	2674	106	['NOUN']
matches	3503	12	['NOUN']
matching	9844	4	['NOUN', 'VERB']
mated	28795	1	['VERB']
material	3430	14	['NOUN', 'PROPN']
materials	4475	9	['NOUN']
maternal	11062	1	['ADJ']
mathematical	8045	1	['ADJ']
mathematics	5597	1	['NOUN']
mating	15100	1	['VERB']
matter	3043	7	['NOUN']
matters	5609	2	['NOUN']
mature	9677	10	['ADJ']
maturity	16736	4	['NOUN']
maximum	4555	33	['ADJ']
may	2089	204	['AUX']
mayor	3664	13	['PROPN', 'NOUN']
mayoral	23578	1	['ADJ']
mayors	21941	2	['NOUN', 'PROPN']
mb	16914	4	['ADV', 'NOUN']
me	2033	40	['PRON']
meadows	13524	1	['VERB']
meal	7954	2	['NOUN']
mean	2812	13	['VERB']
meaning	3574	8	['VERB']
meaningful	15902	3	['ADJ']
meaningless	25120	1	['ADJ']
means	2965	14	['VERB']
meant	3214	23	['VERB']
meantime	12507	2	['NOUN']
meanwhile	5564	15	['ADV']
measure	5468	5	['NOUN']
measured	7594	1	['VERB']
measurement	10903	1	['NOUN']
measurements	11702	2	['NOUN']
measures	5761	26	['NOUN']
measuring	9854	2	['VERB']
mechanical	6228	4	['ADJ']
mechanics	9760	2	['NOUN']
mechanism	7337	3	['NOUN']
medal	3101	4	['PROPN', 'NOUN']
medalist	12968	1	['NOUN']
media	2865	6	['NOUN']
mediated	19872	1	['VERB']
medical	2966	25	['ADJ']
medication	14667	1	['NOUN']
medicinal	20632	1	['ADJ']
medicine	4200	3	['NOUN']
medieval	5781	4	['ADJ']
meet	3113	10	['VERB']
meeting	3116	25	['NOUN']
meetings	6295	5	['NOUN']
meets	6010	8	['VERB']
melancholy	22247	1	['ADJ']
melee	27868	1	['NOUN']
melodic	17187	5	['ADJ']
melody	8531	6	['NOUN']
melt	14899	2	['VERB']
melted	12501	2	['VERB']
melting	13721	1	['VERB']
member	2266	36	['NOUN']
members	2372	64	['NOUN']
membership	5779	3	['NOUN']
membrane	10804	2	['NOUN']
membranes	24972	3	['NOUN']
memoir	12558	1	['NOUN']
memoirs	13251	1	['NOUN']
memorable	13432	1	['ADJ']
memorandum	20336	2	['NOUN']
memorial	3986	42	['NOUN']
memorials	22899	19	['NOUN']
memories	5758	4	['NOUN']
memory	3638	8	['NOUN']
men	2273	86	['NOUN']
menace	19854	2	['NOUN']
menacing	24060	2	['ADJ']
mendes	27916	106	['PROPN', 'NOUN']
mental	5177	3	['ADJ']
mentally	10597	1	['ADV']
mention	5254	4	['VERB']
mentioned	3855	11	['VERB']
mentioning	18625	3	['VERB']
mentions	9704	6	['VERB']
mentor	10779	1	['NOUN']
mercenaries	19331	3	['PROPN', 'NOUN']
merchandise	16359	1	['NOUN']
merchant	6432	5	['NOUN']
merchants	10310	3	['NOUN']
mercy	8673	5	['PROPN', 'NOUN']
mere	8210	4	['ADJ']
merely	6414	6	['ADV']
merge	13590	3	['VERB']
merged	5314	1	['VERB']
merging	16468	1	['VERB']
message	4471	4	['NOUN']
messages	7696	2	['NOUN']
messy	18307	1	['ADJ']
met	2777	31	['VERB']
metal	3384	17	['NOUN']
metaphor	19240	2	['NOUN']
metaphysical	29081	1	['ADJ']
meter	8316	2	['NOUN']
meters	5563	9	['NOUN']
method	4118	16	['NOUN', 'PROPN']
methodology	16134	1	['NOUN']
methods	4725	3	['NOUN']
metre	7924	9	['NOUN']
metres	3620	103	['NOUN']
metric	12046	2	['ADJ', 'NOUN']
metropolis	18236	1	['NOUN']
mi	2771	62	['NOUN', 'NUM']
mid	3054	46	['ADJ', 'PROPN']
midfielder	8850	1	['NOUN']
midnight	7090	9	['NOUN']
midst	12930	1	['NOUN']
midway	12213	7	['PROPN', 'NOUN']
might	2453	18	['AUX']
migrants	16836	1	['NOUN']
migrated	13447	1	['VERB']
migrating	28636	1	['NOUN']
migration	9230	2	['NOUN']
mild	10256	1	['ADJ']
mildly	19499	3	['ADV']
mile	3542	8	['NOUN']
miles	2661	73	['NOUN']
militants	17671	3	['NOUN']
military	2510	75	['ADJ']
militia	8396	3	['NOUN']
militias	29271	1	['NOUN']
milk	6501	2	['PROPN', 'NOUN']
mill	4971	2	['NOUN']
millennium	10144	3	['NOUN']
millimetres	13388	4	['NOUN']
million	2454	124	['NUM']
millionaire	19965	1	['NOUN']
millions	8817	2	['NOUN']
mimic	23150	1	['VERB']
mind	2568	9	['NOUN']
minded	13128	2	['VERB']
minds	9273	1	['NOUN']
mine	3067	13	['NOUN']
mined	21846	6	['VERB', 'ADJ']
minerals	13246	2	['NOUN']
mines	7134	7	['NOUN']
mini	7163	2	['NOUN']
miniature	12973	2	['NOUN', 'ADJ']
minimal	10124	9	['ADJ']
minimize	18478	1	['VERB']
minimum	6263	10	['ADJ']
mining	5471	1	['NOUN']
minions	28071	1	['NOUN']
minority	7162	3	['NOUN']
minute	3371	36	['NOUN']
minutes	2781	20	['NOUN']
miracle	9727	2	['NOUN']
mirage	21483	1	['NOUN']
mirror	5259	5	['NOUN']
mirrors	13536	2	['VERB', 'NOUN']
miscellaneous	25408	3	['ADJ']
mischievous	25723	1	['ADJ']
misconduct	23337	1	['NOUN']
misleading	22369	1	['ADJ']
missed	4771	8	['VERB']
misses	22182	3	['NOUN']
missile	7421	1	['NOUN']
missing	4394	13	['NOUN', 'PROPN', 'VERB']
mission	3260	22	['NOUN']
missionaries	11743	2	['NOUN']
missions	6416	7	['NOUN']
mistake	6707	1	['NOUN']
mistaken	13534	1	['VERB']
mistakenly	20706	2	['ADV']
mistakes	12051	2	['NOUN']
mistress	10414	1	['NOUN']
misunderstanding	24216	1	['NOUN']
mix	4666	5	['NOUN']
mixed	3816	13	['ADJ']
mixing	6809	1	['NOUN']
mixture	8150	11	['NOUN']
mm	3461	68	['NOUN']
mob	11240	1	['NOUN']
mobile	4684	5	['ADJ']
mobilized	27526	3	['VERB']
mocked	24195	1	['VERB']
mode	5549	2	['NOUN']
model	2944	4	['NOUN']
modeled	14440	3	['VERB']
modelled	23364	3	['VERB']
models	4275	7	['NOUN']
moderate	8777	9	['ADJ']
modern	2715	72	['ADJ']
modernism	27254	2	['PROPN', 'NOUN']
modernist	19770	4	['ADJ']
modernization	20181	5	['NOUN']
modernized	27140	4	['VERB']
modes	11583	1	['NOUN']
modest	10754	3	['ADJ']
modification	14080	1	['NOUN']
modified	6310	8	['VERB']
modifying	29226	1	['VERB']
molecular	8382	3	['ADJ']
molecule	13922	1	['NOUN']
molten	23548	1	['ADJ']
mom	3566	1	['NOUN']
moment	2617	9	['NOUN']
moments	5312	5	['NOUN']
momentum	11071	1	['NOUN']
monarchy	12078	1	['NOUN']
monasteries	15947	1	['NOUN']
monastery	6408	2	['NOUN']
monastic	17361	1	['ADJ']
monetary	12194	1	['ADJ']
money	2769	13	['NOUN', 'PROPN']
moniker	21937	2	['NOUN']
monitor	8080	16	['NOUN']
monitored	17785	12	['VERB']
monitoring	8822	3	['VERB']
monitors	15410	14	['NOUN']
monk	8284	6	['NOUN']
monsoon	19183	17	['NOUN']
monster	6071	2	['NOUN', 'PROPN']
monsters	9219	1	['NOUN']
month	3204	40	['NOUN', 'PROPN']
months	2706	36	['NOUN']
monument	6104	68	['NOUN']
monumental	15447	9	['ADJ']
monuments	10490	17	['NOUN']
mood	6888	5	['NOUN']
moral	7191	8	['ADJ']
morality	16561	2	['NOUN']
more	2062	283	['ADJ']
moreover	9308	1	['ADV']
morning	2851	37	['NOUN']
morphology	19476	1	['NOUN']
mortality	13356	1	['NOUN']
mortally	26495	1	['ADV']
mortals	23844	1	['NOUN']
mortar	14335	14	['NOUN']
mosque	8806	3	['NOUN']
most	2087	262	['ADV']
mostly	3262	21	['ADV']
mother	2388	26	['NOUN']
mothers	10756	1	['NOUN']
motif	16226	7	['NOUN']
motifs	17366	6	['NOUN']
motion	4367	9	['NOUN']
motions	15323	1	['NOUN']
motivated	12774	1	['VERB']
motivation	14354	1	['NOUN']
motive	15793	1	['NOUN']
motor	5013	3	['PROPN', 'NOUN']
motorcycle	9055	2	['NOUN']
motorcycles	18580	1	['NOUN']
motorized	26172	1	['ADJ']
motto	12652	1	['NOUN']
mound	12048	4	['NOUN']
mounds	19503	1	['NOUN']
mount	4057	2	['VERB', 'NOUN']
mountains	4020	15	['NOUN']
mounted	5614	13	['VERB']
mounting	15986	3	['VERB']
mounts	19363	11	['NOUN']
mourning	16236	1	['NOUN']
mouth	2677	30	['NOUN']
mouths	15076	2	['NOUN']
move	2693	30	['VERB']
moved	2333	94	['VERB']
movement	2929	36	['NOUN']
movements	5750	4	['NOUN']
moves	5829	5	['NOUN', 'AUX', 'VERB']
movie	3185	14	['NOUN']
moving	3048	28	['VERB']
mph	5601	87	['NOUN']
much	2172	89	['ADJ']
mud	8494	2	['NOUN']
multiple	3674	17	['ADJ']
multiplied	28608	1	['VERB']
multitude	20889	2	['NOUN']
mundane	24684	1	['ADJ']
municipal	4546	4	['ADJ']
municipalities	7602	3	['NOUN']
municipality	3250	3	['NOUN']
munitions	21061	2	['NOUN']
murals	19016	2	['NOUN']
murder	4028	11	['NOUN', 'PROPN', 'VERB']
murdered	7129	1	['VERB']
murderer	13422	1	['NOUN']
murdering	21054	4	['VERB']
muscles	6650	3	['NOUN']
museums	9941	4	['NOUN']
mushrooms	23827	2	['NOUN']
music	2189	87	['NOUN']
musical	3315	9	['ADJ']
musically	21385	1	['ADV']
musicals	20103	1	['NOUN']
musician	5455	1	['NOUN']
musicians	5389	1	['NOUN']
muslim	5152	2	['ADJ']
must	2442	12	['AUX']
mutation	16221	1	['NOUN']
mutiny	19306	2	['NOUN']
muttering	22581	1	['VERB']
muzzle	17750	15	['NOUN']
my	2026	26	['PRON']
myriad	25028	1	['NOUN']
myself	2870	2	['PRON']
mysteries	15572	2	['NOUN']
mysterious	8075	1	['ADJ']
mysteriously	29239	1	['ADV']
mystery	6547	10	['NOUN']
mystical	17529	2	['ADJ']
mythical	19336	1	['ADJ']
mythology	11327	1	['NOUN']
na	6583	3	['PART']
nails	10063	3	['NOUN']
naked	6248	2	['ADJ']
name	2171	72	['NOUN', 'VERB']
named	2315	87	['VERB']
namely	8419	8	['ADV']
names	3415	35	['NOUN']
namesake	17283	1	['NOUN']
naming	10324	7	['NOUN', 'VERB']
narrated	17356	3	['VERB']
narration	21283	1	['NOUN']
narrative	7984	4	['NOUN']
narrator	11185	3	['NOUN']
narrow	4867	14	['ADJ']
narrowing	21978	1	['VERB']
narrowly	11866	5	['ADV']
nasal	19077	1	['ADJ']
nation	3842	4	['NOUN']
nationale	17360	1	['NOUN']
nationalism	14594	3	['NOUN']
nationalist	8986	12	['ADJ']
nationalists	17934	10	['NOUN']
nationally	9582	2	['ADV']
nationals	10342	5	['PROPN', 'NOUN']
nationwide	9053	3	['ADV']
native	3128	5	['ADJ']
natural	3019	21	['ADJ']
nature	3267	14	['NOUN']
nautical	11339	7	['ADJ']
naval	3987	68	['ADJ']
navigation	9163	1	['NOUN']
near	2379	102	['ADP']
nearby	3518	16	['ADJ']
neared	20832	1	['VERB']
nearest	7205	3	['ADJ']
nearly	3053	24	['ADV']
necessarily	9352	2	['ADV']
necessary	4072	22	['ADJ']
necessitated	29611	3	['VERB']
necessity	13185	1	['NOUN']
neck	3300	10	['NOUN']
necklace	13016	2	['NOUN']
need	2342	20	['NOUN', 'VERB']
needed	2734	27	['VERB']
needing	11303	1	['VERB']
needle	12201	2	['NOUN']
needs	3791	4	['NOUN']
needy	23927	2	['ADJ']
negative	4997	5	['ADJ']
neglect	19046	1	['NOUN']
neglected	15486	3	['VERB']
negotiate	13676	3	['VERB']
negotiated	13630	6	['VERB']
negotiating	18875	1	['VERB']
negotiations	7776	5	['NOUN']
neighborhood	5101	6	['NOUN']
neighboring	8581	1	['ADJ']
neighbors	10638	4	['NOUN']
neighbourhoods	27535	1	['NOUN']
neither	4445	16	['PRON', 'CCONJ']
neoclassical	22657	1	['ADJ']
nephew	7833	5	['NOUN']
nerve	9113	1	['NOUN']
nervous	6091	3	['ADJ']
nests	17415	1	['NOUN']
net	5658	5	['ADJ']
nets	16996	1	['NOUN']
network	2897	14	['NOUN']
neural	15756	3	['ADJ']
neutral	8699	2	['ADJ']
neutrality	21083	2	['NOUN']
neutron	20393	1	['NOUN']
never	2196	43	['ADV']
nevertheless	6600	14	['ADV']
newcomer	16866	2	['PROPN', 'NOUN']
newest	14751	1	['ADJ']
newly	4397	13	['ADV']
news	2739	28	['NOUN']
newspaper	3780	5	['NOUN']
newspapers	6399	2	['NOUN']
next	2279	95	['ADJ']
nicely	19957	1	['ADV']
niche	18111	3	['NOUN']
nickel	15519	2	['NOUN', 'PROPN']
nickname	8367	2	['NOUN']
nicknamed	9919	3	['VERB']
niece	12286	1	['NOUN']
night	2305	69	['NOUN']
nightfall	28018	1	['NOUN']
nightly	22390	1	['ADV']
nightmare	10103	2	['PROPN', 'NOUN']
nights	6385	1	['NOUN']
nine	3157	30	['NUM']
nineteen	11977	3	['NUM']
nineteenth	9137	5	['ADJ']
ninth	6619	7	['PROPN', 'ADJ']
nitrogen	14114	13	['NOUN']
no	2053	156	['DET']
nobility	11760	4	['NOUN']
noble	7015	1	['NOUN']
nobody	6343	2	['PRON']
noir	15587	2	['NOUN', 'PROPN']
noises	14950	1	['NOUN']
nominal	15087	1	['ADJ']
nominated	4222	22	['VERB']
nomination	6488	4	['NOUN']
nominations	9930	7	['NOUN']
nominee	9773	2	['NOUN']
none	3904	8	['NOUN']
nonetheless	9690	9	['ADV']
noon	11501	1	['NOUN']
nor	4496	14	['CCONJ']
normal	3671	8	['ADJ']
normally	5373	6	['ADV']
north	2167	258	['PROPN', 'ADJ', 'ADV']
northeast	4794	46	['ADV', 'ADJ']
northeastern	8763	4	['ADJ']
northern	2642	52	['ADJ']
northward	17192	11	['ADV']
northwards	27592	3	['NOUN']
northwest	4514	36	['ADJ', 'NOUN']
norwegian	5046	1	['ADJ']
nose	4451	14	['NOUN']
noses	27518	2	['NOUN']
nostalgia	26968	1	['NOUN']
nostrils	15325	2	['NOUN']
not	2025	456	['PART']
notable	3862	9	['ADJ']
notably	5546	9	['ADV']
notation	14869	1	['NOUN']
notch	18624	3	['NOUN']
note	3602	18	['NOUN', 'VERB']
noted	3264	24	['VERB']
notes	3964	15	['VERB']
nothin	24218	1	['NOUN']
nothing	2498	9	['PRON']
notice	5060	4	['NOUN']
noticeably	25327	2	['ADV']
noticed	4384	1	['VERB']
notices	14444	3	['VERB']
notified	19488	3	['VERB']
noting	9073	9	['VERB']
notion	9366	3	['NOUN']
notions	21951	2	['NOUN']
notoriety	23215	1	['NOUN']
notorious	12536	2	['PROPN', 'ADJ']
novel	3117	5	['NOUN']
novelist	9974	1	['NOUN']
novella	20674	2	['NOUN']
novelty	21160	1	['NOUN']
novice	23131	1	['NOUN']
now	2085	89	['ADV']
nowhere	7880	3	['ADV']
nuclear	4517	1	['ADJ']
nucleus	13502	1	['NOUN']
nude	15287	3	['ADJ']
number	2193	180	['NOUN']
numbered	8597	8	['VERB']
numbers	3616	20	['NOUN']
numerical	15973	1	['ADJ']
numerous	3365	19	['ADJ']
nurse	6821	3	['NOUN']
nurses	11500	1	['NOUN']
nutritional	28268	1	['ADJ']
o	1051	4	['NOUN', 'PROPN']
obey	15470	1	['VERB']
object	4874	4	['NOUN']
objected	15959	2	['VERB']
objections	17304	2	['NOUN']
objective	7863	10	['ADJ', 'NOUN']
objectives	11100	1	['NOUN']
objects	5200	3	['NOUN']
obligations	14422	2	['NOUN']
obliged	14723	3	['VERB']
obscene	27744	1	['ADJ']
obscure	14485	3	['ADJ']
obscured	23649	3	['VERB']
observation	8089	8	['NOUN']
observations	9420	3	['NOUN']
observatory	9970	2	['PROPN', 'NOUN']
observe	11949	3	['VERB']
observed	5159	11	['VERB']
observers	14009	2	['NOUN']
observing	14158	3	['VERB']
obsessed	15896	1	['VERB']
obsession	17418	1	['NOUN']
obsolete	15832	9	['ADJ']
obstacle	18355	1	['NOUN']
obstacles	15314	3	['NOUN']
obtain	6855	5	['VERB']
obtained	4663	10	['VERB']
obvious	5793	8	['ADJ']
obviously	5525	1	['ADV']
occasion	6686	4	['NOUN']
occasional	8138	6	['ADJ']
occasionally	5681	4	['ADV']
occasions	6642	6	['NOUN']
occupants	18837	2	['NOUN']
occupation	6139	6	['NOUN']
occupied	4548	12	['VERB']
occupies	14133	2	['NOUN', 'VERB']
occupy	11494	3	['VERB']
occupying	13992	6	['VERB']
occur	5258	3	['VERB']
occurred	4158	17	['VERB']
occurrence	14404	1	['NOUN']
occurring	10066	4	['VERB']
occurs	5158	5	['VERB']
octagonal	22340	1	['ADJ']
odd	5976	2	['ADJ']
odds	10238	3	['NOUN']
of	1997	6750	['ADP']
off	2125	119	['ADP']
offence	15226	1	['NOUN']
offences	18421	1	['NOUN']
offense	10048	4	['NOUN']
offensive	5805	18	['ADJ', 'NOUN']
offer	3749	9	['VERB']
offered	3253	23	['VERB']
offering	5378	5	['VERB']
offers	4107	8	['VERB']
office	2436	61	['NOUN']
officer	2961	20	['NOUN']
officers	3738	22	['NOUN']
offices	4822	15	['NOUN']
official	2880	42	['ADJ']
officially	3985	13	['ADV']
officials	4584	12	['NOUN']
offs	12446	1	['NOUN']
offset	16396	3	['VERB']
offshore	12195	5	['ADV']
offspring	13195	1	['NOUN']
often	2411	52	['ADV']
oh	2821	1	['INTJ']
oil	3514	42	['NOUN']
old	2214	59	['ADJ']
older	3080	15	['ADJ']
oldest	4587	20	['ADJ']
olympic	4386	4	['PROPN', 'ADJ']
omega	14827	1	['NOUN']
ominous	23504	1	['ADJ']
omitted	16647	1	['VERB']
on	2006	1900	['ADP']
once	2320	56	['ADV']
one	2028	424	['NUM']
ones	3924	9	['NOUN']
ongoing	7552	7	['ADJ']
online	3784	8	['ADV']
only	2069	275	['ADV']
onset	14447	1	['NOUN']
onto	3031	15	['ADP']
onwards	9921	5	['ADV']
open	2330	29	['ADJ']
opened	2441	17	['VERB']
opener	16181	4	['NOUN']
opening	3098	23	['NOUN']
openings	16556	4	['NOUN']
openly	10132	5	['ADV']
opens	7480	4	['VERB']
operate	5452	11	['VERB']
operated	3498	24	['VERB']
operates	5748	7	['VERB']
operating	4082	12	['VERB']
operation	3169	88	['PROPN', 'NOUN']
operational	6515	10	['ADJ']
operations	3136	48	['NOUN']
operator	6872	1	['NOUN']
operators	9224	1	['NOUN']
opined	26084	1	['VERB']
opinion	5448	2	['NOUN']
opinions	10740	2	['NOUN']
opponent	7116	5	['NOUN']
opponents	7892	9	['NOUN']
opportunities	6695	1	['NOUN']
opportunity	4495	10	['NOUN']
oppose	15391	2	['VERB']
opposed	4941	8	['VERB']
opposing	10078	9	['VERB']
opposite	4500	6	['ADJ']
opposition	4559	5	['NOUN']
opted	12132	2	['VERB']
optical	9380	2	['ADJ']
optimistic	21931	2	['ADJ']
option	5724	6	['NOUN']
or	2030	350	['CCONJ']
oral	8700	1	['ADJ']
orbit	8753	2	['NOUN']
orbiting	26472	3	['VERB']
orchestra	4032	3	['VERB', 'NOUN', 'PROPN']
ordained	9492	5	['VERB']
ordeal	23304	4	['NOUN']
order	2344	53	['NOUN']
ordered	3641	57	['VERB']
orders	4449	21	['NOUN']
ordinary	6623	6	['ADJ']
ordnance	14445	1	['NOUN']
ore	10848	1	['NOUN']
organ	5812	1	['NOUN']
organic	7554	2	['ADJ']
organisation	5502	11	['NOUN']
organisations	8593	1	['NOUN']
organise	22933	1	['VERB']
organised	7362	11	['VERB']
organism	15923	1	['NOUN']
organisms	11767	1	['NOUN']
organization	3029	21	['NOUN']
organizational	13296	1	['ADJ']
organizations	4411	5	['NOUN']
organize	10939	3	['VERB']
organized	4114	15	['VERB']
organizing	10863	3	['VERB', 'NOUN']
oriented	8048	4	['VERB']
origin	4761	3	['NOUN']
original	2434	48	['ADJ']
originally	2761	41	['ADV']
originals	23728	1	['NOUN']
originated	7940	4	['VERB']
origins	7321	4	['NOUN']
ornaments	24005	8	['NOUN']
orphanage	18504	3	['NOUN']
ostensibly	23734	1	['ADV']
other	2060	250	['ADJ']
others	2500	41	['NOUN']
otherwise	4728	4	['ADV']
ought	11276	2	['AUX']
our	2256	17	['PRON']
ourselves	9731	2	['PRON']
ousted	28368	1	['VERB']
out	2041	234	['ADP']
outbreak	8293	3	['NOUN']
outburst	27719	1	['NOUN']
outcome	9560	6	['NOUN']
outdated	25963	2	['ADJ']
outdoor	7254	1	['ADJ']
outer	6058	3	['ADJ']
outfit	11018	2	['NOUN']
outlet	13307	1	['NOUN']
outlets	11730	1	['NOUN']
outline	12685	1	['NOUN']
outlined	14801	2	['AUX', 'VERB']
outlines	22106	1	['NOUN']
outlook	17680	2	['NOUN']
outnumbered	21943	1	['VERB']
outpost	21080	3	['NOUN']
output	6434	4	['NOUN']
outrage	19006	1	['NOUN']
outreach	15641	2	['PROPN', 'NOUN']
outright	13848	1	['ADV']
outs	21100	2	['NOUN']
outset	26674	1	['NOUN']
outside	2648	43	['ADP']
outsider	21002	2	['NOUN']
outsiders	22361	3	['NOUN']
outskirts	12730	1	['NOUN']
outstanding	5151	7	['ADJ']
outward	15436	2	['ADV', 'ADJ']
over	2058	199	['ADP']
overall	3452	38	['ADV']
overcame	26463	1	['VERB']
overcome	9462	4	['VERB']
overhead	8964	7	['ADJ', 'NOUN']
overland	21400	3	['ADJ']
overlap	17702	4	['NOUN']
overlooked	17092	1	['VERB']
overlooking	12549	6	['VERB']
overly	15241	4	['ADV']
overnight	11585	2	['ADV', 'ADJ']
overseas	6931	7	['ADJ']
oversee	17467	1	['VERB']
overseeing	19642	2	['VERB']
overseen	22485	1	['VERB']
overthrow	16857	4	['VERB']
overtime	12253	3	['NOUN']
overview	19184	1	['NOUN']
overwhelmed	13394	2	['ADJ']
overwhelming	10827	3	['ADJ']
overwhelmingly	24783	1	['ADV']
owe	12533	1	['VERB']
owed	12232	5	['VERB']
owes	24381	1	['VERB']
owing	11427	3	['VERB']
own	2219	74	['ADJ']
owned	3079	15	['VERB']
owners	5608	4	['NOUN']
ownership	6095	5	['NOUN']
owns	8617	2	['VERB']
oxidation	19577	6	['NOUN']
oxygen	7722	8	['NOUN']
p	1052	7	['NOUN', 'PROPN']
pace	6393	4	['NOUN']
paced	13823	1	['VERB']
paces	24785	1	['NOUN']
pacing	15732	1	['VERB']
packed	8966	2	['VERB']
pact	14790	1	['NOUN']
paddle	20890	5	['NOUN']
page	3931	3	['NOUN']
pages	5530	3	['NOUN']
pagoda	27387	2	['ADJ']
paid	3825	14	['VERB']
pain	3255	13	['NOUN']
painfully	16267	2	['ADV']
pains	20398	1	['NOUN']
paint	6773	12	['VERB', 'NOUN']
painted	4993	10	['VERB']
painter	5276	2	['NOUN']
painting	4169	26	['NOUN']
paintings	5265	16	['NOUN']
paints	23262	2	['NOUN', 'VERB']
pair	3940	26	['NOUN']
paired	12739	2	['VERB']
pairs	7689	1	['NOUN']
palaces	22763	1	['NOUN']
palestinian	9302	1	['ADJ']
palette	27396	2	['NOUN']
palm	5340	17	['PROPN', 'NOUN']
palms	9486	14	['NOUN']
panel	5997	4	['NOUN']
panels	9320	5	['NOUN']
panic	6634	2	['NOUN']
papacy	25097	1	['NOUN']
papal	12156	3	['ADJ']
paper	3259	8	['NOUN']
paperback	13611	1	['ADJ']
papers	4981	2	['NOUN']
parade	7700	9	['NOUN']
parallel	5903	5	['ADJ']
parallels	18588	3	['VERB']
paralympic	17029	2	['ADJ', 'PROPN']
paralyzed	22348	1	['ADJ']
parameters	11709	3	['NOUN']
pardon	14933	1	['VERB']
parent	6687	4	['NOUN']
parentheses	27393	1	['NOUN']
parents	3008	9	['NOUN']
parish	3583	3	['PROPN', 'VERB']
parishes	11600	3	['NOUN']
park	2380	46	['PROPN', 'NOUN']
parked	9083	1	['VERB']
parking	5581	2	['NOUN']
parks	6328	5	['NOUN']
parliamentary	5768	1	['ADJ']
parody	12354	4	['NOUN']
part	2112	128	['NOUN']
parted	10277	7	['VERB']
partial	7704	4	['ADJ']
partially	6822	11	['ADV']
participant	13180	1	['NOUN']
participants	6818	5	['NOUN']
participate	5589	10	['VERB']
participated	4194	14	['VERB']
participating	8019	2	['VERB']
participation	6577	4	['NOUN']
particular	3327	21	['ADJ']
particularly	3391	31	['ADV']
parties	4243	4	['NOUN']
parting	20254	1	['NOUN']
partisan	14254	1	['ADJ']
partisans	20762	1	['NOUN']
partition	13571	1	['NOUN']
partly	6576	14	['ADV']
partner	4256	7	['NOUN']
partnering	27001	1	['VERB']
partners	5826	3	['NOUN']
partnership	5386	4	['NOUN']
parts	3033	18	['NOUN']
party	2283	31	['NOUN']
pass	3413	29	['NOUN', 'VERB']
passage	6019	12	['NOUN']
passages	13768	3	['NOUN']
passed	2979	34	['VERB']
passengers	5467	2	['NOUN']
passes	5235	11	['VERB']
passing	4458	20	['VERB']
passion	6896	4	['NOUN']
passions	25289	2	['NOUN']
passive	13135	2	['ADJ']
past	2627	25	['ADP']
